ID, Splay Tree Integer Sequence, AVL Tree Integer Sequence, Binary Tree Integer Sequence, Splay Tree Random Sequence, AVL Tree Random Sequence, Binary Tree Random Sequence, Splay Tree Duplicate Integer Sequence, AVL Tree Duplicate Integer Sequence, Binary Tree Duplicate Integer Sequence, Splay Tree Prime Integer Sequence, AVL Tree Prime Integer Sequence, Binary Tree Integer Sequence
9670, 16, 13, 19, 14, 12, 15, 15, 10, 15, -1, -1, -1
9671, 15, 10, 27, 2, 13, 19, 2, 10, 15, -1, -1, -1
9672, 25, 13, 20, 20, 14, 8, 1, 10, 15, -1, -1, -1
9673, 11, 12, 11, 19, 14, 18, 2, 10, 15, -1, -1, -1
9674, 19, 12, 14, 14, 12, 17, 1, 10, 15, -1, -1, -1
9675, 13, 12, 10, 12, 13, 14, 17, 8, 12, -1, -1, -1
9676, 18, 13, 17, 8, 14, 21, 3, 8, 12, -1, -1, -1
9677, 7, 13, 13, 13, 14, 21, 1, 8, 12, -1, -1, -1
9678, 19, 13, 13, 10, 8, 8, 1, 8, 12, -1, -1, -1
9679, 14, 12, 18, 19, 13, 15, 3, 8, 12, -1, -1, -1
9680, 18, 11, 13, 14, 12, 15, 11, 13, 13, -1, -1, -1
9681, 13, 14, 22, 14, 14, 14, 3, 13, 13, -1, -1, -1
9682, 21, 12, 12, 10, 14, 17, 1, 13, 13, -1, -1, -1
9683, 11, 13, 15, 20, 13, 22, 2, 13, 13, -1, -1, -1
9684, 13, 13, 11, 16, 11, 19, 1, 13, 13, -1, -1, -1
9685, 19, 14, 16, 20, 13, 15, 29, 12, 16, -1, -1, -1
9686, 6, 12, 12, 22, 11, 12, 1, 12, 16, -1, -1, -1
9687, 19, 11, 28, 20, 13, 14, 3, 12, 16, -1, -1, -1
9688, 9, 11, 10, 10, 13, 12, 1, 12, 16, -1, -1, -1
9689, 13, 15, 17, 9, 12, 20, 3, 12, 16, -1, -1, -1
9690, 16, 13, 14, 19, 13, 16, 19, 11, 9, -1, -1, -1
9691, 15, 12, 18, 10, 14, 18, 1, 11, 9, -1, -1, -1
9692, 12, 12, 18, 15, 14, 19, 2, 11, 9, -1, -1, -1
9693, 14, 12, 14, 18, 13, 21, 3, 11, 9, -1, -1, -1
9694, 19, 12, 11, 16, 14, 21, 1, 11, 9, -1, -1, -1
9695, 24, 12, 17, 11, 13, 17, 24, 8, 16, -1, -1, -1
9696, 15, 12, 26, 8, 13, 12, 1, 8, 16, -1, -1, -1
9697, 8, 11, 15, 14, 14, 12, 4, 8, 16, -1, -1, -1
9698, 15, 12, 12, 19, 12, 14, 1, 8, 16, -1, -1, -1
9699, 12, 14, 18, 16, 12, 15, 2, 8, 16, -1, -1, -1
9700, 10, 15, 23, 16, 13, 15, 15, 11, 11, -1, -1, -1
9701, 19, 13, 14, 8, 14, 20, 1, 11, 11, -1, -1, -1
9702, 24, 13, 11, 23, 12, 12, 2, 11, 11, -1, -1, -1
9703, 14, 12, 17, 11, 12, 13, 3, 11, 11, -1, -1, -1
9704, 13, 13, 16, 17, 14, 11, 2, 11, 11, -1, -1, -1
9705, 14, 13, 16, 24, 12, 17, 12, 8, 13, -1, -1, -1
9706, 10, 12, 14, 14, 12, 14, 2, 8, 13, -1, -1, -1
9707, 14, 13, 14, 6, 14, 21, 1, 8, 13, -1, -1, -1
9708, 11, 14, 18, 16, 12, 10, 3, 8, 13, -1, -1, -1
9709, 11, 12, 14, 17, 11, 11, 1, 8, 13, -1, -1, -1
9710, 20, 12, 14, 17, 12, 16, 23, 9, 12, -1, -1, -1
9711, 17, 12, 14, 14, 13, 17, 3, 9, 12, -1, -1, -1
9712, 13, 13, 19, 26, 12, 15, 1, 9, 12, -1, -1, -1
9713, 10, 13, 13, 16, 11, 19, 3, 9, 12, -1, -1, -1
9714, 16, 12, 15, 14, 10, 17, 2, 9, 12, -1, -1, -1
9715, 14, 13, 20, 16, 13, 18, 18, 11, 14, -1, -1, -1
9716, 18, 13, 13, 9, 12, 15, 3, 11, 14, -1, -1, -1
9717, 14, 13, 19, 13, 14, 17, 2, 11, 14, -1, -1, -1
9718, 16, 13, 16, 13, 14, 17, 2, 11, 14, -1, -1, -1
9719, 15, 13, 16, 11, 12, 17, 2, 11, 14, -1, -1, -1
9720, 15, 12, 16, 12, 13, 17, 15, 10, 20, -1, -1, -1
9721, 14, 12, 17, 22, 11, 9, 3, 10, 20, -1, -1, -1
9722, 23, 9, 19, 14, 13, 16, 1, 10, 20, -1, -1, -1
9723, 5, 14, 17, 10, 10, 16, 1, 10, 20, -1, -1, -1
9724, 27, 14, 12, 14, 11, 9, 1, 10, 20, -1, -1, -1
9725, 22, 13, 22, 3, 10, 16, 19, 14, 11, -1, -1, -1
9726, 19, 12, 18, 17, 12, 17, 2, 14, 11, -1, -1, -1
9727, 17, 13, 24, 11, 14, 12, 1, 14, 11, -1, -1, -1
9728, 18, 12, 13, 11, 13, 19, 3, 14, 11, -1, -1, -1
9729, 19, 11, 19, 16, 14, 14, 2, 14, 11, -1, -1, -1
9730, 16, 12, 16, 7, 13, 11, 20, 9, 11, -1, -1, -1
9731, 14, 13, 22, 9, 15, 14, 3, 9, 11, -1, -1, -1
9732, 19, 13, 18, 20, 12, 21, 1, 9, 11, -1, -1, -1
9733, 14, 13, 25, 22, 12, 15, 2, 9, 11, -1, -1, -1
9734, 17, 13, 17, 16, 12, 13, 1, 9, 11, -1, -1, -1
9735, 19, 12, 12, 16, 13, 20, 20, 12, 14, -1, -1, -1
9736, 21, 12, 13, 19, 13, 13, 3, 12, 14, -1, -1, -1
9737, 24, 11, 14, 15, 13, 16, 3, 12, 14, -1, -1, -1
9738, 10, 14, 18, 13, 11, 22, 2, 12, 14, -1, -1, -1
9739, 14, 14, 19, 17, 14, 19, 2, 12, 14, -1, -1, -1
9740, 16, 11, 18, 14, 12, 21, 14, 9, 18, -1, -1, -1
9741, 17, 10, 16, 22, 14, 23, 1, 9, 18, -1, -1, -1
9742, 17, 12, 13, 14, 13, 19, 1, 9, 18, -1, -1, -1
9743, 7, 12, 17, 16, 11, 14, 3, 9, 18, -1, -1, -1
9744, 24, 12, 15, 13, 14, 14, 2, 9, 18, -1, -1, -1
9745, 22, 13, 16, 17, 13, 13, 21, 12, 13, -1, -1, -1
9746, 24, 13, 23, 16, 12, 12, 3, 12, 13, -1, -1, -1
9747, 24, 12, 17, 8, 13, 16, 1, 12, 13, -1, -1, -1
9748, 8, 11, 18, 6, 13, 14, 2, 12, 13, -1, -1, -1
9749, 10, 11, 15, 17, 14, 19, 2, 12, 13, -1, -1, -1
9750, 22, 13, 19, 17, 12, 18, 12, 8, 13, -1, -1, -1
9751, 13, 13, 14, 19, 12, 18, 1, 8, 13, -1, -1, -1
9752, 17, 13, 18, 18, 13, 16, 2, 8, 13, -1, -1, -1
9753, 16, 13, 19, 14, 12, 14, 3, 8, 13, -1, -1, -1
9754, 9, 13, 18, 21, 13, 14, 2, 8, 13, -1, -1, -1
9755, 13, 14, 21, 5, 13, 15, 14, 13, 12, -1, -1, -1
9756, 6, 14, 20, 14, 13, 12, 3, 13, 12, -1, -1, -1
9757, 24, 12, 13, 18, 12, 16, 1, 13, 12, -1, -1, -1
9758, 14, 14, 17, 8, 13, 20, 1, 13, 12, -1, -1, -1
9759, 15, 13, 19, 14, 12, 13, 1, 13, 12, -1, -1, -1
9760, 23, 12, 19, 14, 12, 22, 16, 12, 11, -1, -1, -1
9761, 13, 10, 12, 10, 14, 16, 1, 12, 11, -1, -1, -1
9762, 24, 13, 24, 6, 14, 18, 1, 12, 11, -1, -1, -1
9763, 14, 12, 14, 9, 14, 14, 3, 12, 11, -1, -1, -1
9764, 11, 10, 15, 15, 13, 16, 1, 12, 11, -1, -1, -1
9765, 9, 13, 19, 19, 13, 18, 18, 11, 9, -1, -1, -1
9766, 11, 13, 13, 13, 14, 19, 2, 11, 9, -1, -1, -1
9767, 13, 12, 12, 17, 12, 14, 2, 11, 9, -1, -1, -1
9768, 10, 14, 20, 19, 13, 19, 2, 11, 9, -1, -1, -1
9769, 18, 11, 21, 17, 13, 15, 2, 11, 9, -1, -1, -1
9770, 12, 11, 18, 15, 12, 19, 14, 10, 17, -1, -1, -1
9771, 13, 13, 15, 14, 13, 17, 1, 10, 17, -1, -1, -1
9772, 10, 12, 13, 20, 13, 19, 2, 10, 17, -1, -1, -1
9773, 15, 14, 23, 14, 13, 22, 1, 10, 17, -1, -1, -1
9774, 16, 11, 11, 19, 13, 19, 3, 10, 17, -1, -1, -1
9775, 16, 13, 16, 14, 12, 22, 18, 10, 13, -1, -1, -1
9776, 12, 13, 14, 18, 9, 9, 2, 10, 13, -1, -1, -1
9777, 6, 13, 19, 10, 13, 17, 3, 10, 13, -1, -1, -1
9778, 13, 14, 17, 14, 12, 14, 2, 10, 13, -1, -1, -1
9779, 22, 12, 14, 10, 14, 19, 2, 10, 13, -1, -1, -1
9780, 12, 12, 17, 22, 14, 17, 19, 9, 17, -1, -1, -1
9781, 16, 11, 10, 14, 13, 21, 3, 9, 17, -1, -1, -1
9782, 5, 13, 16, 16, 12, 17, 1, 9, 17, -1, -1, -1
9783, 14, 12, 16, 21, 9, 15, 2, 9, 17, -1, -1, -1
9784, 20, 13, 13, 6, 13, 13, 2, 9, 17, -1, -1, -1
9785, 5, 13, 21, 12, 13, 13, 21, 11, 15, -1, -1, -1
9786, 15, 13, 14, 15, 12, 13, 2, 11, 15, -1, -1, -1
9787, 20, 13, 18, 7, 14, 21, 2, 11, 15, -1, -1, -1
9788, 15, 12, 19, 11, 11, 17, 2, 11, 15, -1, -1, -1
9789, 15, 12, 13, 22, 14, 19, 1, 11, 15, -1, -1, -1
9790, 11, 14, 19, 17, 13, 14, 13, 11, 11, -1, -1, -1
9791, 23, 12, 19, 16, 13, 11, 1, 11, 11, -1, -1, -1
9792, 19, 13, 15, 10, 12, 13, 3, 11, 11, -1, -1, -1
9793, 15, 14, 23, 23, 14, 15, 1, 11, 11, -1, -1, -1
9794, 11, 14, 22, 10, 13, 21, 1, 11, 11, -1, -1, -1
9795, 11, 13, 19, 17, 13, 20, 17, 11, 11, -1, -1, -1
9796, 10, 12, 14, 13, 13, 18, 1, 11, 11, -1, -1, -1
9797, 15, 13, 13, 16, 12, 24, 1, 11, 11, -1, -1, -1
9798, 18, 13, 14, 13, 14, 24, 2, 11, 11, -1, -1, -1
9799, 17, 12, 19, 14, 13, 16, 3, 11, 11, -1, -1, -1
9800, 5, 13, 15, 9, 10, 11, 15, 10, 13, -1, -1, -1
9801, 9, 13, 11, 7, 13, 13, 2, 10, 13, -1, -1, -1
9802, 18, 13, 16, 17, 12, 18, 1, 10, 13, -1, -1, -1
9803, 12, 12, 19, 12, 12, 7, 3, 10, 13, -1, -1, -1
9804, 16, 13, 14, 10, 12, 19, 2, 10, 13, -1, -1, -1
9805, 15, 12, 17, 22, 12, 26, 14, 12, 17, -1, -1, -1
9806, 18, 14, 10, 17, 12, 22, 2, 12, 17, -1, -1, -1
9807, 16, 14, 17, 13, 15, 17, 3, 12, 17, -1, -1, -1
9808, 12, 13, 18, 12, 11, 11, 1, 12, 17, -1, -1, -1
9809, 12, 11, 14, 14, 11, 11, 4, 12, 17, -1, -1, -1
9810, 19, 12, 13, 17, 14, 20, 15, 11, 10, -1, -1, -1
9811, 18, 13, 17, 12, 13, 20, 3, 11, 10, -1, -1, -1
9812, 13, 13, 16, 17, 12, 22, 2, 11, 10, -1, -1, -1
9813, 14, 12, 19, 10, 12, 16, 4, 11, 10, -1, -1, -1
9814, 8, 12, 22, 15, 13, 14, 2, 11, 10, -1, -1, -1
9815, 10, 13, 17, 17, 7, 3, 16, 10, 17, -1, -1, -1
9816, 13, 14, 18, 21, 14, 16, 2, 10, 17, -1, -1, -1
9817, 12, 12, 14, 12, 13, 17, 3, 10, 17, -1, -1, -1
9818, 15, 13, 19, 5, 13, 20, 1, 10, 17, -1, -1, -1
9819, 10, 12, 18, 16, 13, 21, 2, 10, 17, -1, -1, -1
9820, 8, 12, 12, 15, 12, 12, 14, 10, 15, -1, -1, -1
9821, 21, 12, 12, 15, 14, 17, 2, 10, 15, -1, -1, -1
9822, 17, 14, 13, 17, 13, 18, 2, 10, 15, -1, -1, -1
9823, 20, 13, 18, 12, 11, 18, 3, 10, 15, -1, -1, -1
9824, 13, 12, 23, 10, 13, 18, 1, 10, 15, -1, -1, -1
9825, 20, 13, 12, 9, 12, 18, 26, 13, 10, -1, -1, -1
9826, 2, 12, 18, 16, 12, 19, 2, 13, 10, -1, -1, -1
9827, 12, 13, 15, 4, 14, 11, 3, 13, 10, -1, -1, -1
9828, 18, 13, 18, 13, 12, 16, 2, 13, 10, -1, -1, -1
9829, 6, 12, 15, 17, 12, 16, 3, 13, 10, -1, -1, -1
9830, 20, 13, 16, 13, 13, 12, 17, 12, 12, -1, -1, -1
9831, 13, 13, 20, 16, 14, 20, 2, 12, 12, -1, -1, -1
9832, 3, 13, 18, 11, 13, 18, 2, 12, 12, -1, -1, -1
9833, 9, 13, 15, 8, 10, 11, 3, 12, 12, -1, -1, -1
9834, 26, 10, 24, 8, 13, 20, 1, 12, 12, -1, -1, -1
9835, 15, 12, 13, 15, 13, 16, 17, 10, 17, -1, -1, -1
9836, 23, 14, 12, 12, 14, 21, 2, 10, 17, -1, -1, -1
9837, 22, 12, 19, 23, 11, 11, 3, 10, 17, -1, -1, -1
9838, 21, 13, 11, 18, 11, 16, 2, 10, 17, -1, -1, -1
9839, 23, 14, 17, 9, 12, 15, 2, 10, 17, -1, -1, -1
9840, 11, 13, 17, 10, 13, 14, 27, 10, 17, -1, -1, -1
9841, 11, 12, 11, 18, 12, 19, 1, 10, 17, -1, -1, -1
9842, 18, 14, 23, 18, 13, 17, 1, 10, 17, -1, -1, -1
9843, 12, 13, 12, 15, 12, 22, 1, 10, 17, -1, -1, -1
9844, 22, 11, 17, 17, 14, 20, 2, 10, 17, -1, -1, -1
9845, 21, 14, 21, 18, 13, 17, 10, 12, 16, -1, -1, -1
9846, 5, 12, 22, 14, 13, 13, 2, 12, 16, -1, -1, -1
9847, 21, 14, 15, 11, 12, 20, 3, 12, 16, -1, -1, -1
9848, 9, 12, 17, 18, 12, 19, 3, 12, 16, -1, -1, -1
9849, 14, 13, 12, 7, 12, 14, 2, 12, 16, -1, -1, -1
9850, 10, 13, 15, 10, 12, 16, 18, 12, 18, -1, -1, -1
9851, 17, 13, 18, 18, 10, 9, 1, 12, 18, -1, -1, -1
9852, 18, 14, 20, 11, 11, 15, 2, 12, 18, -1, -1, -1
9853, 14, 13, 14, 10, 13, 26, 2, 12, 18, -1, -1, -1
9854, 12, 12, 15, 16, 14, 16, 4, 12, 18, -1, -1, -1
9855, 8, 14, 19, 12, 13, 19, 13, 13, 10, -1, -1, -1
9856, 17, 11, 13, 15, 13, 14, 1, 13, 10, -1, -1, -1
9857, 19, 12, 18, 10, 13, 24, 1, 13, 10, -1, -1, -1
9858, 18, 14, 16, 4, 14, 20, 4, 13, 10, -1, -1, -1
9859, 15, 13, 18, 23, 14, 12, 1, 13, 10, -1, -1, -1
9860, 7, 12, 20, 13, 12, 17, 9, 10, 13, -1, -1, -1
9861, 22, 14, 11, 19, 13, 22, 2, 10, 13, -1, -1, -1
9862, 20, 12, 16, 10, 13, 16, 4, 10, 13, -1, -1, -1
9863, 19, 12, 21, 12, 13, 14, 3, 10, 13, -1, -1, -1
9864, 21, 13, 19, 12, 13, 20, 1, 10, 13, -1, -1, -1
9865, 11, 14, 15, 16, 13, 17, 20, 10, 15, -1, -1, -1
9866, 10, 12, 13, 21, 13, 11, 3, 10, 15, -1, -1, -1
9867, 11, 12, 13, 17, 12, 13, 2, 10, 15, -1, -1, -1
9868, 7, 13, 15, 6, 12, 13, 3, 10, 15, -1, -1, -1
9869, 7, 14, 13, 18, 6, 10, 1, 10, 15, -1, -1, -1
9870, 18, 13, 15, 8, 14, 16, 17, 13, 13, -1, -1, -1
9871, 16, 12, 12, 15, 13, 10, 2, 13, 13, -1, -1, -1
9872, 9, 12, 15, 12, 13, 10, 1, 13, 13, -1, -1, -1
9873, 16, 13, 17, 13, 12, 15, 2, 13, 13, -1, -1, -1
9874, 9, 13, 15, 15, 13, 16, 2, 13, 13, -1, -1, -1
9875, 15, 7, 3, 11, 13, 13, 14, 11, 8, -1, -1, -1
9876, 15, 12, 11, 16, 14, 19, 1, 11, 8, -1, -1, -1
9877, 21, 12, 15, 13, 11, 10, 2, 11, 8, -1, -1, -1
9878, 11, 13, 18, 21, 14, 20, 1, 11, 8, -1, -1, -1
9879, 15, 10, 19, 13, 13, 14, 2, 11, 8, -1, -1, -1
9880, 12, 12, 16, 4, 13, 26, 8, 13, 9, -1, -1, -1
9881, 6, 12, 15, 8, 12, 14, 4, 13, 9, -1, -1, -1
9882, 14, 12, 13, 9, 13, 18, 1, 13, 9, -1, -1, -1
9883, 11, 13, 18, 7, 12, 12, 2, 13, 9, -1, -1, -1
9884, 12, 12, 17, 12, 12, 16, 1, 13, 9, -1, -1, -1
9885, 8, 12, 15, 18, 14, 16, 23, 10, 22, -1, -1, -1
9886, 11, 12, 17, 11, 13, 17, 2, 10, 22, -1, -1, -1
9887, 20, 13, 15, 14, 11, 15, 2, 10, 22, -1, -1, -1
9888, 10, 13, 17, 15, 14, 20, 3, 10, 22, -1, -1, -1
9889, 13, 13, 16, 4, 12, 22, 1, 10, 22, -1, -1, -1
9890, 14, 9, 15, 9, 14, 19, 23, 12, 15, -1, -1, -1
9891, 11, 14, 16, 8, 13, 20, 2, 12, 15, -1, -1, -1
9892, 8, 12, 19, 6, 12, 15, 1, 12, 15, -1, -1, -1
9893, 16, 14, 22, 13, 11, 18, 2, 12, 15, -1, -1, -1
9894, 7, 11, 11, 14, 12, 15, 1, 12, 15, -1, -1, -1
9895, 13, 14, 24, 15, 13, 9, 20, 10, 11, -1, -1, -1
9896, 11, 12, 24, 16, 13, 10, 1, 10, 11, -1, -1, -1
9897, 17, 13, 18, 16, 14, 12, 3, 10, 11, -1, -1, -1
9898, 12, 13, 25, 11, 11, 15, 3, 10, 11, -1, -1, -1
9899, 10, 14, 16, 21, 12, 20, 2, 10, 11, -1, -1, -1
9900, 18, 10, 18, 8, 11, 15, 24, 11, 12, -1, -1, -1
9901, 20, 12, 12, 11, 13, 14, 2, 11, 12, -1, -1, -1
9902, 14, 12, 13, 17, 13, 17, 2, 11, 12, -1, -1, -1
9903, 21, 12, 12, 11, 14, 17, 2, 11, 12, -1, -1, -1
9904, 8, 11, 19, 16, 14, 18, 1, 11, 12, -1, -1, -1
9905, 15, 13, 19, 15, 13, 17, 12, 8, 15, -1, -1, -1
9906, 19, 13, 20, 15, 13, 16, 2, 8, 15, -1, -1, -1
9907, 12, 14, 18, 16, 14, 15, 2, 8, 15, -1, -1, -1
9908, 11, 14, 19, 25, 11, 19, 2, 8, 15, -1, -1, -1
9909, 9, 14, 18, 7, 13, 18, 2, 8, 15, -1, -1, -1
9910, 7, 13, 17, 13, 11, 18, 19, 13, 16, -1, -1, -1
9911, 18, 11, 12, 16, 13, 17, 2, 13, 16, -1, -1, -1
9912, 15, 12, 22, 8, 13, 17, 1, 13, 16, -1, -1, -1
9913, 8, 14, 17, 18, 13, 17, 1, 13, 16, -1, -1, -1
9914, 10, 12, 14, 15, 11, 9, 2, 13, 16, -1, -1, -1
9915, 13, 15, 18, 17, 13, 11, 18, 9, 11, -1, -1, -1
9916, 19, 12, 14, 16, 15, 21, 2, 9, 11, -1, -1, -1
9917, 12, 11, 11, 3, 12, 13, 3, 9, 11, -1, -1, -1
9918, 12, 12, 24, 12, 13, 16, 1, 9, 11, -1, -1, -1
9919, 27, 10, 10, 8, 14, 23, 1, 9, 11, -1, -1, -1
9920, 16, 12, 11, 9, 13, 14, 18, 11, 12, -1, -1, -1
9921, 21, 12, 17, 13, 14, 17, 2, 11, 12, -1, -1, -1
9922, 22, 13, 16, 17, 11, 17, 2, 11, 12, -1, -1, -1
9923, 11, 13, 18, 4, 13, 18, 3, 11, 12, -1, -1, -1
9924, 16, 14, 19, 13, 14, 20, 2, 11, 12, -1, -1, -1
9925, 16, 13, 26, 9, 13, 18, 22, 12, 15, -1, -1, -1
9926, 14, 14, 16, 8, 12, 21, 2, 12, 15, -1, -1, -1
9927, 25, 13, 10, 28, 13, 19, 1, 12, 15, -1, -1, -1
9928, 5, 13, 17, 16, 14, 17, 3, 12, 15, -1, -1, -1
9929, 16, 13, 20, 10, 12, 17, 1, 12, 15, -1, -1, -1
9930, 15, 13, 18, 16, 14, 23, 19, 10, 18, -1, -1, -1
9931, 7, 12, 17, 16, 14, 14, 3, 10, 18, -1, -1, -1
9932, 14, 12, 14, 22, 15, 16, 2, 10, 18, -1, -1, -1
9933, 12, 14, 12, 20, 13, 11, 3, 10, 18, -1, -1, -1
9934, 9, 12, 17, 17, 12, 13, 2, 10, 18, -1, -1, -1
9935, 17, 10, 11, 14, 13, 19, 8, 12, 13, -1, -1, -1
9936, 15, 13, 20, 18, 14, 20, 1, 12, 13, -1, -1, -1
9937, 9, 13, 22, 14, 13, 13, 3, 12, 13, -1, -1, -1
9938, 20, 12, 13, 5, 11, 15, 2, 12, 13, -1, -1, -1
9939, 13, 12, 15, 19, 14, 17, 2, 12, 13, -1, -1, -1
9940, 26, 11, 12, 5, 13, 14, 19, 13, 17, -1, -1, -1
9941, 18, 13, 18, 10, 10, 13, 4, 13, 17, -1, -1, -1
9942, 17, 13, 11, 11, 12, 18, 1, 13, 17, -1, -1, -1
9943, 14, 12, 18, 18, 13, 17, 3, 13, 17, -1, -1, -1
9944, 2, 12, 18, 13, 13, 13, 2, 13, 17, -1, -1, -1
9945, 11, 13, 16, 15, 14, 14, 17, 11, 14, -1, -1, -1
9946, 23, 13, 21, 18, 13, 15, 1, 11, 14, -1, -1, -1
9947, 10, 13, 16, 9, 13, 20, 2, 11, 14, -1, -1, -1
9948, 20, 12, 24, 11, 12, 18, 2, 11, 14, -1, -1, -1
9949, 18, 13, 17, 8, 15, 16, 3, 11, 14, -1, -1, -1
9950, 15, 12, 16, 8, 13, 11, 21, 11, 14, -1, -1, -1
9951, 16, 14, 16, 10, 13, 15, 1, 11, 14, -1, -1, -1
9952, 18, 13, 17, 11, 12, 12, 1, 11, 14, -1, -1, -1
9953, 10, 12, 14, 5, 14, 19, 3, 11, 14, -1, -1, -1
9954, 9, 14, 8, 18, 10, 15, 1, 11, 14, -1, -1, -1
9955, 7, 12, 19, 17, 13, 19, 11, 11, 11, -1, -1, -1
9956, 13, 14, 11, 19, 12, 15, 3, 11, 11, -1, -1, -1
9957, 11, 13, 16, 8, 14, 17, 3, 11, 11, -1, -1, -1
9958, 10, 13, 17, 15, 14, 18, 2, 11, 11, -1, -1, -1
9959, 19, 13, 18, 20, 13, 16, 2, 11, 11, -1, -1, -1
9960, 11, 12, 14, 19, 13, 18, 16, 13, 13, -1, -1, -1
9961, 5, 12, 15, 19, 13, 22, 2, 13, 13, -1, -1, -1
9962, 16, 12, 15, 7, 13, 19, 3, 13, 13, -1, -1, -1
9963, 9, 12, 16, 8, 13, 19, 1, 13, 13, -1, -1, -1
9964, 8, 13, 11, 19, 11, 11, 2, 13, 13, -1, -1, -1
9965, 18, 13, 20, 13, 12, 18, 10, 12, 14, -1, -1, -1
9966, 14, 14, 24, 10, 12, 8, 3, 12, 14, -1, -1, -1
9967, 5, 14, 18, 16, 12, 10, 3, 12, 14, -1, -1, -1
9968, 12, 13, 21, 11, 14, 16, 2, 12, 14, -1, -1, -1
9969, 12, 14, 14, 15, 13, 18, 2, 12, 14, -1, -1, -1
9970, 13, 13, 17, 21, 12, 15, 26, 9, 15, -1, -1, -1
9971, 19, 13, 14, 16, 12, 7, 1, 9, 15, -1, -1, -1
9972, 13, 11, 16, 10, 14, 15, 3, 9, 15, -1, -1, -1
9973, 10, 12, 13, 12, 12, 16, 2, 9, 15, -1, -1, -1
9974, 20, 12, 19, 21, 14, 22, 2, 9, 15, -1, -1, -1
9975, 20, 12, 14, 22, 13, 12, 21, 10, 16, -1, -1, -1
9976, 18, 12, 17, 7, 12, 17, 2, 10, 16, -1, -1, -1
9977, 8, 13, 14, 17, 12, 14, 2, 10, 16, -1, -1, -1
9978, 8, 13, 26, 21, 14, 16, 2, 10, 16, -1, -1, -1
9979, 12, 14, 19, 23, 12, 17, 2, 10, 16, -1, -1, -1
9980, 11, 13, 14, 24, 14, 19, 18, 12, 16, -1, -1, -1
9981, 11, 12, 14, 16, 14, 19, 1, 12, 16, -1, -1, -1
9982, 11, 12, 16, 17, 12, 17, 1, 12, 16, -1, -1, -1
9983, 17, 14, 20, 18, 12, 25, 1, 12, 16, -1, -1, -1
9984, 13, 13, 13, 18, 13, 19, 1, 12, 16, -1, -1, -1
9985, 10, 14, 15, 0, 14, 15, 19, 12, 12, -1, -1, -1
9986, 15, 11, 11, 10, 13, 11, 3, 12, 12, -1, -1, -1
9987, 11, 14, 15, 11, 13, 13, 2, 12, 12, -1, -1, -1
9988, 17, 13, 13, 19, 13, 21, 2, 12, 12, -1, -1, -1
9989, 6, 11, 15, 21, 11, 13, 3, 12, 12, -1, -1, -1
9990, 16, 12, 13, 19, 12, 15, 23, 12, 13, -1, -1, -1
9991, 12, 13, 15, 17, 14, 20, 2, 12, 13, -1, -1, -1
9992, 16, 12, 11, 16, 14, 15, 1, 12, 13, -1, -1, -1
9993, 19, 13, 15, 9, 14, 16, 2, 12, 13, -1, -1, -1
9994, 9, 12, 18, 14, 13, 17, 1, 12, 13, -1, -1, -1
9995, 15, 12, 11, 16, 14, 14, 14, 11, 17, -1, -1, -1
9996, 14, 12, 8, 12, 12, 20, 2, 11, 17, -1, -1, -1
9997, 11, 11, 15, 10, 13, 22, 1, 11, 17, -1, -1, -1
9998, 19, 12, 17, 14, 13, 23, 3, 11, 17, -1, -1, -1
9999, 15, 14, 16, 17, 12, 27, 2, 11, 17, -1, -1, -1
10000, 13, 13, 18, 9, 11, 13, 24, 10, 9, -1, -1, -1
10001, 11, 12, 12, 11, 13, 17, 3, 10, 9, -1, -1, -1
10002, 14, 13, 23, 22, 13, 17, 1, 10, 9, -1, -1, -1
10003, 13, 12, 16, 14, 14, 18, 1, 10, 9, -1, -1, -1
10004, 11, 13, 15, 10, 14, 14, 1, 10, 9, -1, -1, -1
10005, 15, 12, 14, 14, 11, 14, 14, 9, 15, -1, -1, -1
10006, 18, 12, 14, 12, 10, 18, 2, 9, 15, -1, -1, -1
10007, 9, 12, 18, 11, 13, 16, 3, 9, 15, -1, -1, -1
10008, 12, 12, 16, 8, 14, 20, 4, 9, 15, -1, -1, -1
10009, 14, 12, 18, 17, 12, 16, 2, 9, 15, -1, -1, -1
10010, 13, 11, 9, 20, 14, 20, 12, 12, 11, -1, -1, -1
10011, 14, 8, 9, 15, 12, 17, 3, 12, 11, -1, -1, -1
10012, 10, 13, 18, 13, 13, 18, 2, 12, 11, -1, -1, -1
10013, 14, 12, 12, 21, 12, 15, 2, 12, 11, -1, -1, -1
10014, 15, 13, 12, 5, 14, 14, 3, 12, 11, -1, -1, -1
10015, 9, 13, 22, 17, 11, 21, 18, 14, 15, -1, -1, -1
10016, 18, 10, 23, 10, 13, 15, 2, 14, 15, -1, -1, -1
10017, 14, 13, 21, 18, 13, 14, 1, 14, 15, -1, -1, -1
10018, 13, 14, 16, 16, 11, 13, 2, 14, 15, -1, -1, -1
10019, 14, 12, 17, 18, 11, 18, 2, 14, 15, -1, -1, -1
10020, 17, 14, 14, 18, 11, 18, 14, 13, 14, -1, -1, -1
10021, 16, 11, 20, 14, 13, 15, 4, 13, 14, -1, -1, -1
10022, 15, 12, 29, 13, 14, 13, 1, 13, 14, -1, -1, -1
10023, 14, 12, 17, 5, 13, 18, 3, 13, 14, -1, -1, -1
